SEP=,
NODENO,BEZIRKE,XCOORD,YCOORD,T0PRT,VOLPRT,SCTYPE,HST_MAX,HST_MIN,KNOTEN_IST_HST
300003746,Winterthur Lind S�dwest,8.7333,47.504,0min,,,,,0
300004150,Winterthur Lind S�dwest,8.7258,47.5022,0min,,,,,0
300004151,Winterthur Lind S�dwest,8.7258,47.5024,0min,,,,,0
300004459,Winterthur Lind S�dwest,8.7299,47.5025,0min,,,,,0
300005694,Winterthur Lind S�dwest,8.7322,47.5025,0min,,,,,0
300005793,Winterthur Lind S�dwest,8.7324,47.504,0min,,,,,0
300006142,Winterthur Lind S�dwest,8.7349,47.5035,0min,,,,,0
300006621,Winterthur Lind S�dwest,8.734,47.5038,0min,,,,,0
300007576,Winterthur Lind S�dwest,8.7283,47.5025,0min,,,,,0
300007770,Winterthur Lind S�dwest,8.7323,47.5035,0min,,,,,0
300008126,Winterthur Lind S�dwest,8.733,47.5025,0min,,,,,0
300203868,Winterthur Lind S�dwest,8.7258,47.5031,0min,,,,,0
300205055,Winterthur Lind S�dwest,8.7273,47.5047,0min,,,,,0
806,Winterthur Lindenplatz Nord,8.6912,47.5144,0min,,,,,0
808,Winterthur Lindenplatz Nord,8.6926,47.5142,0min,,,,,0
819,Winterthur Lindenplatz Nord,8.69,47.5133,0min,,,,,0
826,Winterthur Lindenplatz Nord,8.6889,47.5123,0min,,,,,0
837,Winterthur Lindenplatz Nord,8.6906,47.5112,0min,,,,,0
844,Winterthur Lindenplatz Nord,8.6941,47.5104,0min,,,,,0
10100131,Winterthur Lindenplatz Nord,8.6887,47.5121,0min,,,131,131,1
10102744,Winterthur Lindenplatz Nord,8.6892,47.5096,0min,,,2744,2744,1
300000244,Winterthur Lindenplatz Nord,8.6897,47.5126,0min,,,,,0
300000245,Winterthur Lindenplatz Nord,8.6911,47.5127,0min,,,,,0
300000431,Winterthur Lindenplatz Nord,8.6928,47.5105,0min,,,,,0
300001250,Winterthur Lindenplatz Nord,8.6934,47.5113,0min,,,,,0
300001659,Winterthur Lindenplatz Nord,8.6931,47.5101,0min,,,,,0
300008301,Winterthur Lindenplatz Nord,8.691,47.5118,0min,,,,,0
400000632,Winterthur Lindenplatz Nord,8.6931,47.5099,0min,,,,,0
838,Winterthur Lindenplatz Ost,8.6985,47.5111,0min,,,,,0
862,Winterthur Lindenplatz Ost,8.696,47.5092,0min,,,,,0
10102242,Winterthur Lindenplatz Ost,8.6978,47.511,0min,,,2242,2242,1
18573674,Winterthur Lindenplatz Ost,8.6941,47.5106,0min,,,1574,1574,2
300000467,Winterthur Lindenplatz Ost,8.6975,47.5114,0min,,,,,0
300001251,Winterthur Lindenplatz Ost,8.694,47.5121,0min,,,,,0
300002054,Winterthur Lindenplatz Ost,8.694,47.511,0min,,,,,0
300004875,Winterthur Lindenplatz Ost,8.6967,47.5118,0min,,,,,0
874,Winterthur Lindenplatz S�d,8.6896,47.5075,0min,,,,,0
10100127,Winterthur Lindenplatz S�d,8.6893,47.5074,0min,,,127,127,1
300006310,Winterthur Lindenplatz S�d,8.6916,47.5081,0min,,,,,0
897,Winterthur Neuburg,8.6595,47.5054,0min,,,,,0
956,Winterthur Neuburg,8.6737,47.5007,0min,,,,,0
300001012,Winterthur Neuburg,8.6743,47.4951,0min,,,,,0
300002294,Winterthur Neuburg,8.6724,47.5008,0min,,,,,0
300004122,Winterthur Neuburg,8.682,47.4961,0min,,,,,0
300006462,Winterthur Neuburg,8.6793,47.4962,0min,,,,,0
300006540,Winterthur Neuburg,8.6781,47.496,0min,,,,,0
300008751,Winterthur Neuburg,8.6642,47.4999,0min,,,,,0
300203864,Winterthur Neuburg,8.6936,47.4991,0min,,,,,0
883,Winterthur Neuwiesen Nord,8.7237,47.5058,0min,,,,,0
917,Winterthur Neuwiesen Nord,8.7245,47.5027,0min,,,,,0
300002061,Winterthur Neuwiesen Nord,8.7246,47.5043,0min,,,,,0
300004161,Winterthur Neuwiesen Nord,8.7247,47.503,0min,,,,,0
300006301,Winterthur Neuwiesen Nord,8.7232,47.507,0min,,,,,0
300007232,Winterthur Neuwiesen Nord,8.7229,47.5048,0min,,,,,0
903,Winterthur Neuwiesen Ost,8.7197,47.5044,0min,,,,,0
905,Winterthur Neuwiesen Ost,8.7208,47.504,0min,,,,,0
908,Winterthur Neuwiesen Ost,8.722,47.5035,0min,,,,,0
977,Winterthur Neuwiesen Ost,8.7202,47.4985,0min,,,,,0
18573671,Winterthur Neuwiesen Ost,8.7212,47.5038,0min,,,2646,2646,1
300000808,Winterthur Neuwiesen Ost,8.7192,47.5012,0min,,,,,0
300000809,Winterthur Neuwiesen Ost,8.7196,47.5017,0min,,,,,0
300001405,Winterthur Neuwiesen Ost,8.7205,47.5015,0min,,,,,0
300001406,Winterthur Neuwiesen Ost,8.7211,47.5023,0min,,,,,0
300001974,Winterthur Neuwiesen Ost,8.7229,47.5023,0min,,,,,0
300001975,Winterthur Neuwiesen Ost,8.7214,47.5027,0min,,,,,0
300002494,Winterthur Neuwiesen Ost,8.719,47.5034,0min,,,,,0
300003623,Winterthur Neuwiesen Ost,8.7207,47.5,0min,,,,,0
300004868,Winterthur Neuwiesen Ost,8.7225,47.5018,0min,,,,,0
300006198,Winterthur Neuwiesen Ost,8.7196,47.5003,0min,,,,,0
300006293,Winterthur Neuwiesen Ost,8.7201,47.5009,0min,,,,,0
300007163,Winterthur Neuwiesen Ost,8.7183,47.5043,0min,,,,,0
300007241,Winterthur Neuwiesen Ost,8.7203,47.503,0min,,,,,0
300008176,Winterthur Neuwiesen Ost,8.7234,47.503,0min,,,,,0
931,Winterthur Neuwiesen S�d,8.7181,47.502,0min,,,,,0
957,Winterthur Neuwiesen S�d,8.7191,47.5002,0min,,,,,0
10102610,Winterthur Neuwiesen S�d,8.7196,47.4984,0min,,,2610,2610,1
300001977,Winterthur Neuwiesen S�d,8.7183,47.5022,0min,,,,,0
300003109,Winterthur Neuwiesen S�d,8.7198,47.4992,0min,,,,,0
300006570,Winterthur Neuwiesen S�d,8.7186,47.501,0min,,,,,0
300000393,Winterthur Neuwiesen West,8.7179,47.5038,0min,,,,,0
300000787,Winterthur Neuwiesen West,8.7188,47.503,0min,,,,,0
300002465,Winterthur Neuwiesen West,8.717,47.5026,0min,,,,,0
300004226,Winterthur Neuwiesen West,8.7145,47.5035,0min,,,,,0
893,Winterthur Niederfeld,8.6848,47.5056,0min,,,,,0
106634,Winterthur Niederfeld,8.6819,47.5113,0min,,,,,0
106635,Winterthur Niederfeld,8.6799,47.5098,0min,,,6635,6635,1
1527084,Winterthur Niederfeld,8.6826,47.5053,0min,,,,,0
10101443,Winterthur Niederfeld,8.6857,47.506,0min,,,1443,1443,2
300003435,Winterthur Niederfeld,8.6832,47.5057,0min,,,,,0
300004071,Winterthur Niederfeld,8.686,47.5061,0min,,,,,0
300005212,Winterthur Niederfeld,8.6799,47.5051,0min,,,,,0
300007292,Winterthur Niederfeld,8.6823,47.5052,0min,,,,,0
300008334,Winterthur Niederfeld,8.6778,47.5042,0min,,,,,0
300008818,Winterthur Niederfeld,8.6773,47.503,0min,,,,,0
300112933,Winterthur Niederfeld,8.6808,47.5064,0min,,,8506043,8506043,1
400000743,Winterthur Niederfeld,8.6818,47.5112,0min,,,6634,6634,1
1700000134,Winterthur Niederfeld,8.6798,47.5097,0min,,,,,0
1700000135,Winterthur Niederfeld,8.6814,47.5085,0min,,,,,0
1700000136,Winterthur Niederfeld,8.6798,47.5072,0min,,,,,0
1719995046,Winterthur Niederfeld,8.6811,47.5065,0min,,,6637,6637,1
1719995053,Winterthur Niederfeld,8.6829,47.506,0min,,,,,0
300002297,Winterthur Oberfeld Mitte,8.6999,47.5069,0min,,,,,0
300002298,Winterthur Oberfeld Mitte,8.6987,47.507,0min,,,,,0
300008015,Winterthur Oberfeld Mitte,8.7003,47.5076,0min,,,,,0
10101780,Winterthur Oberfeld Nord,8.7032,47.5097,0min,,,1780,1780,1
300001629,Winterthur Oberfeld Nord,8.701,47.5104,0min,,,,,0
300003467,Winterthur Oberfeld Nord,8.6971,47.5088,0min,,,,,0
871,Winterthur Oberfeld Ost,8.7094,47.5079,0min,,,,,0
878,Winterthur Oberfeld Ost,8.7016,47.5072,0min,,,,,0
886,Winterthur Oberfeld Ost,8.7078,47.5057,0min,,,,,0
10100839,Winterthur Oberfeld Ost,8.7086,47.5082,0min,,,839,839,1
300001269,Winterthur Oberfeld Ost,8.709,47.5074,0min,,,,,0
300001854,Winterthur Oberfeld Ost,8.7065,47.5055,0min,,,,,0
300001855,Winterthur Oberfeld Ost,8.7065,47.5057,0min,,,,,0
300002816,Winterthur Oberfeld Ost,8.7055,47.5091,0min,,,,,0
300003058,Winterthur Oberfeld Ost,8.7082,47.5062,0min,,,,,0
300004768,Winterthur Oberfeld Ost,8.702,47.507,0min,,,,,0
300007001,Winterthur Oberfeld Ost,8.7016,47.5072,0min,,,,,0
300007145,Winterthur Oberfeld Ost,8.7058,47.5059,0min,,,,,0
300007752,Winterthur Oberfeld Ost,8.7062,47.5058,0min,,,,,0
300007115,Winterthur Oberfeld S�dost,8.6981,47.4978,0min,,,,,0
911,Winterthur Oberfeld S�dwest,8.6898,47.5034,0min,,,,,0
10100814,Winterthur Oberfeld S�dwest,8.6932,47.5012,0min,,,814,814,1
10101544,Winterthur Oberfeld S�dwest,8.6895,47.5036,0min,,,1544,1544,1
10102246,Winterthur Oberfeld S�dwest,8.695,47.4994,0min,,,2246,2246,1
876,Winterthur Oberfeld West,8.6938,47.5073,0min,,,,,0
300002878,Winterthur Oberfeld West,8.6903,47.5038,0min,,,,,0
300007031,Winterthur Oberfeld West,8.6909,47.5042,0min,,,,,0
1105,Winterthur Oberseen,8.7721,47.4806,0min,,,,,0
10101044,Winterthur Oberseen,8.7721,47.4808,0min,,,1044,1044,1
10101810,Winterthur Oberseen,8.7722,47.4777,0min,,,1810,1810,1
10102579,Winterthur Oberseen,8.7713,47.4836,0min,,,2579,2579,1
300000285,Winterthur Oberseen,8.7715,47.483,0min,,,,,0
300003233,Winterthur Oberseen,8.775,47.4794,0min,,,,,0
300004419,Winterthur Oberseen,8.7753,47.477,0min,,,,,0
300004829,Winterthur Oberseen,8.7716,47.4798,0min,,,,,0
300005829,Winterthur Oberseen,8.7722,47.478,0min,,,,,0
300006811,Winterthur Oberseen,8.7713,47.4837,0min,,,,,0
300007256,Winterthur Oberseen,8.7772,47.4769,0min,,,,,0
300007284,Winterthur Oberseen,8.7763,47.477,0min,,,,,0
300007462,Winterthur Oberseen,8.7694,47.4853,0min,,,,,0
300200789,Winterthur Oberseen,8.7711,47.4802,0min,,,,,0
400000195,Winterthur Oberseen,8.7716,47.4795,0min,,,,,0
604,Winterthur Reutlingen,8.779,47.5312,0min,,,,,0
607,Winterthur Reutlingen,8.7775,47.531,0min,,,,,0
613,Winterthur Reutlingen,8.7751,47.5306,0min,,,,,0
616,Winterthur Reutlingen,8.7727,47.5302,0min,,,,,0
619,Winterthur Reutlingen,8.7736,47.53,0min,,,,,0
630,Winterthur Reutlingen,8.7726,47.5287,0min,,,,,0
631,Winterthur Reutlingen,8.773,47.5285,0min,,,,,0
632,Winterthur Reutlingen,8.7724,47.5285,0min,,,,,0
644,Winterthur Reutlingen,8.7382,47.5274,0min,,,,,0
652,Winterthur Reutlingen,8.7367,47.5269,0min,,,,,0
700,Winterthur Reutlingen,8.7587,47.5241,0min,,,,,0
526227,Winterthur Reutlingen,8.7592,47.5245,0min,,,,,0
300000267,Winterthur Reutlingen,8.7537,47.5252,0min,,,,,0
300000268,Winterthur Reutlingen,8.753,47.5258,0min,,,,,0
300000714,Winterthur Reutlingen,8.751,47.53,0min,,,,,0
300001726,Winterthur Reutlingen,8.7574,47.5224,0min,,,,,0
300001734,Winterthur Reutlingen,8.7587,47.5225,0min,,,,,0
300002030,Winterthur Reutlingen,8.7514,47.528,0min,,,6432,6432,1
300002031,Winterthur Reutlingen,8.7512,47.5281,0min,,,,,0
300002700,Winterthur Reutlingen,8.7741,47.5298,0min,,,,,0
300002897,Winterthur Reutlingen,8.7592,47.5246,0min,,,,,0
300004908,Winterthur Reutlingen,8.7712,47.5295,0min,,,,,0
300007873,Winterthur Reutlingen,8.7517,47.527,0min,,,,,0
300008154,Winterthur Reutlingen,8.7649,47.5224,0min,,,,,0
300008492,Winterthur Reutlingen,8.7673,47.5223,0min,,,,,0
300008985,Winterthur Reutlingen,8.7587,47.5233,0min,,,,,0
300112058,Winterthur Reutlingen,8.7519,47.5294,0min,,,8506036,8506036,1
1077,Winterthur Ricketwil,8.801,47.4858,0min,,,,,0
300002195,Winterthur Ricketwil,8.7972,47.4856,0min,,,,,0
300002698,Winterthur Ricketwil,8.8035,47.4887,0min,,,,,0
300002733,Winterthur Ricketwil,8.8027,47.4848,0min,,,,,0
300003064,Winterthur Ricketwil,8.7993,47.4906,0min,,,,,0
300005147,Winterthur Ricketwil,8.7979,47.4868,0min,,,,,0
300006242,Winterthur Ricketwil,8.8014,47.4868,0min,,,,,0
300006243,Winterthur Ricketwil,8.8008,47.4885,0min,,,,,0
300006868,Winterthur Ricketwil,8.7967,47.4868,0min,,,,,0
716,Winterthur Rosenberg Nord,8.7153,47.523,0min,,,,,0
728,Winterthur Rosenberg Nord,8.7165,47.5221,0min,,,,,0
10100473,Winterthur Rosenberg Nord,8.719,47.5142,0min,,,473,473,1
10102383,Winterthur Rosenberg Nord,8.7202,47.5164,0min,,,6705,2334,2
10106705,Winterthur Rosenberg Nord,8.72,47.516,0min,,,,,0
300000441,Winterthur Rosenberg Nord,8.7197,47.5155,0min,,,,,0
300001589,Winterthur Rosenberg Nord,8.7159,47.5178,0min,,,,,0
300005168,Winterthur Rosenberg Nord,8.7186,47.514,0min,,,,,0
300006389,Winterthur Rosenberg Nord,8.716,47.522,0min,,,,,0
300006934,Winterthur Rosenberg Nord,8.715,47.5169,0min,,,,,0
768,Winterthur Rosenberg Ost,8.72,47.5167,0min,,,,,0
18573694,Winterthur Rosenberg Ost,8.7194,47.5178,0min,,,2383,2383,1
300003204,Winterthur Rosenberg Ost,8.7189,47.5186,0min,,,,,0
300003780,Winterthur Rosenberg Ost,8.7216,47.5226,0min,,,,,0
300003851,Winterthur Rosenberg Ost,8.7216,47.5222,0min,,,,,0
300004318,Winterthur Rosenberg Ost,8.7214,47.5191,0min,,,,,0
300004319,Winterthur Rosenberg Ost,8.7185,47.5192,0min,,,,,0
300007972,Winterthur Rosenberg Ost,8.7175,47.5207,0min,,,,,0
855,Winterthur Rosenberg S�d,8.7175,47.5092,0min,,,,,0
430240,Winterthur Rosenberg S�d,8.7136,47.5086,0min,,,,,0
300000221,Winterthur Rosenberg S�d,8.7191,47.5102,0min,,,,,0
300000302,Winterthur Rosenberg S�d,8.716,47.5101,0min,,,,,0
300000317,Winterthur Rosenberg S�d,8.7209,47.5093,0min,,,,,0
300000318,Winterthur Rosenberg S�d,8.7198,47.5094,0min,,,,,0
300000383,Winterthur Rosenberg S�d,8.722,47.5092,0min,,,,,0
300001892,Winterthur Rosenberg S�d,8.7081,47.5098,0min,,,,,0
300002210,Winterthur Rosenberg S�d,8.7137,47.5086,0min,,,,,0
300002484,Winterthur Rosenberg S�d,8.7188,47.5096,0min,,,,,0
300004246,Winterthur Rosenberg S�d,8.7177,47.5083,0min,,,,,0
300004941,Winterthur Rosenberg S�d,8.7159,47.5096,0min,,,,,0
300005396,Winterthur Rosenberg S�d,8.7187,47.5096,0min,,,,,0
300006327,Winterthur Rosenberg S�d,8.7144,47.509,0min,,,,,0
300007110,Winterthur Rosenberg S�d,8.7162,47.5092,0min,,,,,0
300008294,Winterthur Rosenberg S�d,8.7219,47.5075,0min,,,,,0
300008673,Winterthur Rosenberg S�d,8.715,47.5095,0min,,,,,0
300008674,Winterthur Rosenberg S�d,8.722,47.5082,0min,,,,,0
18573693,Winterthur Rosenberg West,8.7217,47.5138,0min,,,889,889,1
18582398,Winterthur Rosenberg West,8.7215,47.5115,0min,,,1585,1585,1
300001403,Winterthur Rosenberg West,8.7215,47.5141,0min,,,,,0
300001468,Winterthur Rosenberg West,8.7185,47.5122,0min,,,,,0
300003512,Winterthur Rosenberg West,8.7166,47.5118,0min,,,,,0
300004538,Winterthur Rosenberg West,8.7189,47.514,0min,,,,,0
300005590,Winterthur Rosenberg West,8.7219,47.513,0min,,,,,0
300007671,Winterthur Rosenberg West,8.7187,47.5122,0min,,,,,0
300005024,Winterthur Rossberg,8.7072,47.4631,0min,,,,,0
300202026,Winterthur Rossberg,8.7081,47.4616,0min,,,,,0
106632,Winterthur Schlosstal Nord,8.7049,47.4954,0min,,,6632,6632,1
10101750,Winterthur Schlosstal Nord,8.7016,47.4967,0min,,,1750,1750,1
300002903,Winterthur Schlosstal Nord,8.7051,47.4954,0min,,,,,0
300005111,Winterthur Schlosstal Nord,8.7057,47.4952,0min,,,,,0
300005791,Winterthur Schlosstal Nord,8.7048,47.4939,0min,,,,,0
10102039,Winterthur Schlosstal Ost,8.7069,47.4946,0min,,,2039,2039,1
10103436,Winterthur Schlosstal Ost,8.7086,47.4933,0min,,,3436,3436,1
300000938,Winterthur Schlosstal Ost,8.7044,47.49,0min,,,,,0
300001619,Winterthur Schlosstal Ost,8.7048,47.4937,0min,,,,,0
300005827,Winterthur Schlosstal Ost,8.7084,47.4926,0min,,,,,0
300006133,Winterthur Schlosstal Ost,8.7075,47.4953,0min,,,,,0
300006986,Winterthur Schlosstal Ost,8.7064,47.4924,0min,,,,,0
300008009,Winterthur Schlosstal Ost,8.7052,47.4915,0min,,,,,0
300008993,Winterthur Schlosstal Ost,8.7077,47.494,0min,,,,,0
1068,Winterthur Schlosstal S�d,8.7022,47.4879,0min,,,,,0
300001618,Winterthur Schlosstal S�d,8.7035,47.4935,0min,,,,,0
300003871,Winterthur Schlosstal S�d,8.7034,47.4894,0min,,,,,0
300006088,Winterthur Schlosstal S�d,8.7028,47.4887,0min,,,,,0
300006153,Winterthur Schlosstal S�d,8.7009,47.4939,0min,,,,,0
300006635,Winterthur Schlosstal S�d,8.7006,47.4952,0min,,,,,0
10101020,Winterthur Schlosstal West,8.6986,47.4977,0min,,,1020,1020,1
300004819,Winterthur Schlosstal West,8.7006,47.497,0min,,,,,0
1157,Winterthur Sennhof,8.7661,47.4733,0min,,,,,0
1191,Winterthur Sennhof,8.7598,47.4673,0min,,,,,0
1575590,Winterthur Sennhof,8.7649,47.4703,0min,,,,,0
300000078,Winterthur Sennhof,8.7593,47.4664,0min,,,6155,6155,1
300005180,Winterthur Sennhof,8.7614,47.4685,0min,,,,,0
300005356,Winterthur Sennhof,8.7599,47.4679,0min,,,,,0
300006608,Winterthur Sennhof,8.7589,47.4656,0min,,,,,0
300007701,Winterthur Sennhof,8.7593,47.4629,0min,,,,,0
300008149,Winterthur Sennhof,8.7549,47.4693,0min,,,,,0
300112376,Winterthur Sennhof,8.7603,47.4652,0min,,,8506003,8506003,1
530,Winterthur Stadel,8.7746,47.5437,0min,,,,,0
540,Winterthur Stadel,8.7775,47.5415,0min,,,,,0
543,Winterthur Stadel,8.7737,47.5406,0min,,,,,0
575,Winterthur Stadel,8.7854,47.5342,0min,,,,,0
577,Winterthur Stadel,8.7631,47.5343,0min,,,,,0
585,Winterthur Stadel,8.7655,47.5329,0min,,,,,0
586,Winterthur Stadel,8.7447,47.533,0min,,,,,0
590,Winterthur Stadel,8.7458,47.5326,0min,,,,,0
603,Winterthur Stadel,8.7752,47.5313,0min,,,,,0
608,Winterthur Stadel,8.7758,47.531,0min,,,,,0
611,Winterthur Stadel,8.7739,47.5307,0min,,,,,0
617,Winterthur Stadel,8.7718,47.5301,0min,,,,,0
623,Winterthur Stadel,8.7703,47.5295,0min,,,,,0
641,Winterthur Stadel,8.7384,47.5276,0min,,,,,0
649,Winterthur Stadel,8.7363,47.5271,0min,,,,,0
300000995,Winterthur Stadel,8.7692,47.5376,0min,,,,,0
300001760,Winterthur Stadel,8.7704,47.5377,0min,,,,,0
300002353,Winterthur Stadel,8.7749,47.5315,0min,,,,,0
300002920,Winterthur Stadel,8.7613,47.5345,0min,,,,,0
300002977,Winterthur Stadel,8.7657,47.5341,0min,,,,,0
300004114,Winterthur Stadel,8.7657,47.5328,0min,,,,,0
300006233,Winterthur Stadel,8.7581,47.5342,0min,,,,,0
300006454,Winterthur Stadel,8.7585,47.5343,0min,,,,,0
300006724,Winterthur Stadel,8.7608,47.5335,0min,,,,,0
300008217,Winterthur Stadel,8.7681,47.5366,0min,,,,,0
300008833,Winterthur Stadel,8.7727,47.5389,0min,,,,,0
645,Winterthur Taggenberg Nord,8.6979,47.5278,0min,,,,,0
727,Winterthur Taggenberg Nord,8.6991,47.5224,0min,,,,,0
734,Winterthur Taggenberg Nord,8.6986,47.5217,0min,,,,,0
765,Winterthur Taggenberg Nord,8.6946,47.5175,0min,,,,,0
775,Winterthur Taggenberg Nord,8.693,47.5163,0min,,,,,0
300002152,Winterthur Taggenberg Nord,8.6956,47.5249,0min,,,,,0
300002153,Winterthur Taggenberg Nord,8.6929,47.5274,0min,,,,,0
300004617,Winterthur Taggenberg Nord,8.6925,47.5279,0min,,,,,0
300005195,Winterthur Taggenberg Nord,8.6952,47.5187,0min,,,,,0
300005196,Winterthur Taggenberg Nord,8.6953,47.52,0min,,,,,0
300005252,Winterthur Taggenberg Nord,8.6954,47.5232,0min,,,,,0
300005410,Winterthur Taggenberg Nord,8.6992,47.527,0min,,,,,0
300008899,Winterthur Taggenberg Nord,8.6911,47.5298,0min,,,,,0
300200794,Winterthur Taggenberg Nord,8.6963,47.5218,0min,,,,,0
781,Winterthur Taggenberg S�d,8.6919,47.5154,0min,,,,,0
783,Winterthur Taggenberg S�d,8.6825,47.5153,0min,,,,,0
106657,Winterthur Taggenberg S�d,8.6773,47.5178,0min,,,,,0
10101774,Winterthur Talacker Nord,8.7509,47.5077,0min,,,1774,1774,1
300000188,Winterthur Talacker Nord,8.7525,47.5087,0min,,,,,0
300002014,Winterthur Talacker Nord,8.7511,47.5088,0min,,,,,0
300002015,Winterthur Talacker Nord,8.752,47.51,0min,,,,,0
300002121,Winterthur Talacker Nord,8.7505,47.5092,0min,,,,,0
300003322,Winterthur Talacker Nord,8.7524,47.5094,0min,,,,,0
300003500,Winterthur Talacker Nord,8.7494,47.5074,0min,,,,,0
300003501,Winterthur Talacker Nord,8.7492,47.5075,0min,,,,,0
300003640,Winterthur Talacker Nord,8.747,47.5054,0min,,,,,0
300004281,Winterthur Talacker Nord,8.7527,47.5088,0min,,,,,0
300006197,Winterthur Talacker Nord,8.7508,47.5082,0min,,,,,0
300000291,Winterthur Talacker Ost,8.7519,47.5042,0min,,,,,0
300000292,Winterthur Talacker Ost,8.7518,47.5054,0min,,,,,0
300000882,Winterthur Talacker Ost,8.7517,47.5061,0min,,,,,0
300000883,Winterthur Talacker Ost,8.7525,47.5064,0min,,,,,0
300001287,Winterthur Talacker Ost,8.7563,47.5081,0min,,,,,0
300004280,Winterthur Talacker Ost,8.7535,47.5082,0min,,,,,0
300005053,Winterthur Talacker Ost,8.7518,47.5059,0min,,,,,0
300005055,Winterthur Talacker Ost,8.7517,47.5062,0min,,,,,0
300005913,Winterthur Talacker Ost,8.7542,47.5072,0min,,,,,0
300005914,Winterthur Talacker Ost,8.7546,47.5073,0min,,,,,0
300006294,Winterthur Talacker Ost,8.7543,47.51,0min,,,,,0
300006702,Winterthur Talacker Ost,8.7583,47.5075,0min,,,,,0
300006965,Winterthur Talacker Ost,8.7564,47.5082,0min,,,,,0
300007962,Winterthur Talacker Ost,8.7582,47.5094,0min,,,,,0
300008749,Winterthur Talacker Ost,8.7536,47.5071,0min,,,,,0
300009025,Winterthur Talacker Ost,8.7533,47.5092,0min,,,,,0
907,Winterthur Talacker S�d,8.7519,47.5033,0min,,,,,0
216885,Winterthur Talacker S�d,8.7519,47.5007,0min,,,,,0
10101232,Winterthur Talacker S�d,8.7548,47.5046,0min,,,1232,1232,1
10102469,Winterthur Talacker S�d,8.7479,47.5018,0min,,,2469,2469,1
10102630,Winterthur Talacker S�d,8.7525,47.5036,0min,,,2630,2630,1
300001060,Winterthur Talacker S�d,8.7479,47.5014,0min,,,,,0
300001061,Winterthur Talacker S�d,8.7475,47.5017,0min,,,,,0
300001693,Winterthur Talacker S�d,8.7463,47.5009,0min,,,,,0
300002171,Winterthur Talacker S�d,8.7519,47.503,0min,,,,,0
300004218,Winterthur Talacker S�d,8.7484,47.5005,0min,,,,,0
300004878,Winterthur Talacker S�d,8.7519,47.5026,0min,,,,,0
300004879,Winterthur Talacker S�d,8.7537,47.5029,0min,,,,,0
300004906,Winterthur Talacker S�d,8.7477,47.5018,0min,,,,,0
300006180,Winterthur Talacker S�d,8.7518,47.5017,0min,,,,,0
300006181,Winterthur Talacker S�d,8.7518,47.502,0min,,,,,0
300006508,Winterthur Talacker S�d,8.7485,47.5008,0min,,,,,0
300007182,Winterthur Talacker S�d,8.7519,47.5008,0min,,,,,0
300007970,Winterthur Talacker S�d,8.7468,47.5008,0min,,,,,0
870,Winterthur Talacker Zentrum,8.7508,47.5077,0min,,,,,0
10101111,Winterthur Talacker Zentrum,8.748,47.5051,0min,,,1111,1111,1
300001221,Winterthur Talacker Zentrum,8.7483,47.505,0min,,,,,0
300002960,Winterthur Talacker Zentrum,8.7499,47.507,0min,,,,,0
300005054,Winterthur Talacker Zentrum,8.751,47.5059,0min,,,,,0
300005786,Winterthur Talacker Zentrum,8.748,47.505,0min,,,,,0
300005972,Winterthur Talacker Zentrum,8.7502,47.5034,0min,,,,,0
300007105,Winterthur Talacker Zentrum,8.7497,47.5048,0min,,,,,0
300008054,Winterthur Talacker Zentrum,8.7483,47.5024,0min,,,,,0
300008826,Winterthur Talacker Zentrum,8.7478,47.5021,0min,,,,,0
974,Winterthur T�ssfeld Nord,8.7214,47.4987,0min,,,,,0
18576180,Winterthur T�ssfeld Nord,8.714,47.4961,0min,,,1580,1580,1
300000071,Winterthur T�ssfeld Nord,8.7134,47.4957,0min,,,,,0
300000258,Winterthur T�ssfeld Nord,8.7162,47.4975,0min,,,,,0
300005728,Winterthur T�ssfeld Nord,8.7113,47.4944,0min,,,,,0
300005729,Winterthur T�ssfeld Nord,8.7119,47.4948,0min,,,,,0
300006254,Winterthur T�ssfeld Nord,8.7148,47.4967,0min,,,,,0
300007632,Winterthur T�ssfeld Nord,8.7158,47.4973,0min,,,,,0
300001407,Winterthur T�ssfeld Ost,8.7152,47.4929,0min,,,,,0
300001408,Winterthur T�ssfeld Ost,8.7137,47.4937,0min,,,,,0
300003137,Winterthur T�ssfeld Ost,8.7149,47.4926,0min,,,,,0
300006997,Winterthur T�ssfeld Ost,8.7165,47.4941,0min,,,,,0
300007320,Winterthur T�ssfeld Ost,8.716,47.4936,0min,,,,,0
1026,Winterthur T�ssfeld S�d,8.7106,47.494,0min,,,,,0
1036,Winterthur T�ssfeld S�d,8.714,47.4918,0min,,,,,0
10100936,Winterthur T�ssfeld S�d,8.7111,47.4937,0min,,,936,936,2
10102705,Winterthur T�ssfeld S�d,8.7144,47.4916,0min,,,2705,2705,1
300000413,Winterthur T�ssfeld S�d,8.7124,47.4927,0min,,,,,0
300001511,Winterthur T�ssfeld S�d,8.7128,47.4908,0min,,,,,0
300001512,Winterthur T�ssfeld S�d,8.7134,47.4913,0min,,,,,0
300001984,Winterthur T�ssfeld S�d,8.7111,47.4917,0min,,,,,0
300001985,Winterthur T�ssfeld S�d,8.7119,47.4923,0min,,,,,0
300005042,Winterthur T�ssfeld S�d,8.7146,47.4915,0min,,,,,0
300006307,Winterthur T�ssfeld S�d,8.7116,47.4933,0min,,,,,0
300007497,Winterthur T�ssfeld S�d,8.713,47.4898,0min,,,,,0
