SEP=,
NODENO,BEZIRKE,XCOORD,YCOORD,T0PRT,VOLPRT,SCTYPE,HST_MAX,HST_MIN,KNOTEN_IST_HST
1410,Lindau Kemptthal,8.6963,47.4459,0min,,,,,0
1414,Lindau Kemptthal,8.6939,47.4456,0min,,,,,0
1417,Lindau Kemptthal,8.6947,47.4453,0min,,,,,0
1418,Lindau Kemptthal,8.6951,47.445,0min,,,,,0
1419,Lindau Kemptthal,8.6953,47.4449,0min,,,,,0
1420,Lindau Kemptthal,8.6957,47.4449,0min,,,,,0
1422,Lindau Kemptthal,8.6944,47.4448,0min,,,,,0
1431,Lindau Kemptthal,8.6948,47.4439,0min,,,,,0
1455,Lindau Kemptthal,8.6947,47.4427,0min,,,,,0
1459,Lindau Kemptthal,8.7041,47.4424,0min,,,,,0
1460,Lindau Kemptthal,8.6948,47.4425,0min,,,,,0
1463,Lindau Kemptthal,8.6944,47.4423,0min,,,,,0
1470,Lindau Kemptthal,8.6947,47.4421,0min,,,,,0
10102651,Lindau Kemptthal,8.7041,47.4426,0min,,,2651,2651,1
10103165,Lindau Kemptthal,8.6982,47.4437,0min,,,3165,3165,1
18503374,Lindau Kemptthal,8.7013,47.4452,0min,,,1021,1021,1
18575944,Lindau Kemptthal,8.7054,47.4529,0min,,,1384,1384,1
300001926,Lindau Kemptthal,8.6999,47.4518,0min,,,,,0
300003235,Lindau Kemptthal,8.7032,47.4507,0min,,,,,0
300003351,Lindau Kemptthal,8.6958,47.4461,0min,,,,,0
300003594,Lindau Kemptthal,8.703,47.4501,0min,,,,,0
300005674,Lindau Kemptthal,8.706,47.4548,0min,,,,,0
300006068,Lindau Kemptthal,8.7039,47.4445,0min,,,,,0
300006175,Lindau Kemptthal,8.6981,47.4481,0min,,,,,0
300006176,Lindau Kemptthal,8.6974,47.4482,0min,,,,,0
300006419,Lindau Kemptthal,8.6986,47.4519,0min,,,,,0
300006711,Lindau Kemptthal,8.7053,47.4424,0min,,,,,0
300006753,Lindau Kemptthal,8.7039,47.4414,0min,,,,,0
300006910,Lindau Kemptthal,8.7022,47.4469,0min,,,,,0
300008353,Lindau Kemptthal,8.6946,47.4452,0min,,,,,0
300008753,Lindau Kemptthal,8.7001,47.4488,0min,,,,,0
300008786,Lindau Kemptthal,8.6952,47.4463,0min,,,,,0
300111384,Lindau Kemptthal,8.7055,47.4528,0min,,,8503304,8503304,1
300202028,Lindau Kemptthal,8.7053,47.4438,0min,,,,,0
400000164,Lindau Kemptthal,8.7054,47.4533,0min,,,,,0
400000165,Lindau Kemptthal,8.7001,47.4446,0min,,,,,0
400000166,Lindau Kemptthal,8.6953,47.4431,0min,,,,,0
1209,Lindau Nord,8.6791,47.464,0min,,,,,0
1252,Lindau Nord,8.6849,47.4584,0min,,,,,0
10102960,Lindau Nord,8.6967,47.454,0min,,,2960,2960,1
10106008,Lindau Nord,8.6856,47.4568,0min,,,6008,6008,1
18503380,Lindau Nord,8.6931,47.4564,0min,,,2003,2003,1
300000173,Lindau Nord,8.6922,47.4566,0min,,,,,0
300000288,Lindau Nord,8.696,47.4552,0min,,,,,0
300001123,Lindau Nord,8.6966,47.4542,0min,,,,,0
300003065,Lindau Nord,8.6854,47.4579,0min,,,,,0
300004659,Lindau Nord,8.6907,47.4569,0min,,,,,0
300005020,Lindau Nord,8.6853,47.4555,0min,,,,,0
300006727,Lindau Nord,8.692,47.4566,0min,,,,,0
300007078,Lindau Nord,8.6979,47.4526,0min,,,,,0
300008035,Lindau Nord,8.6893,47.4579,0min,,,,,0
300008056,Lindau Nord,8.6896,47.4578,0min,,,,,0
300008183,Lindau Nord,8.6852,47.4545,0min,,,,,0
300008760,Lindau Nord,8.6969,47.4538,0min,,,,,0
1700000123,Lindau Nord,8.685,47.4525,0min,,,,,0
1485,Lindau Zentrum,8.6712,47.4408,0min,,,,,0
1486,Lindau Zentrum,8.6818,47.4403,0min,,,,,0
1504,Lindau Zentrum,8.6823,47.4384,0min,,,,,0
10100801,Lindau Zentrum,8.6823,47.4481,0min,,,801,801,1
10102089,Lindau Zentrum,8.6775,47.4402,0min,,,2089,2089,1
10106483,Lindau Zentrum,8.6709,47.4408,0min,,,,,0
18503377,Lindau Zentrum,8.6715,47.4415,0min,,,6483,676,2
300003340,Lindau Zentrum,8.6738,47.441,0min,,,,,0
300003539,Lindau Zentrum,8.669,47.4408,0min,,,,,0
300004772,Lindau Zentrum,8.6817,47.446,0min,,,,,0
300005546,Lindau Zentrum,8.6832,47.4501,0min,,,,,0
300006731,Lindau Zentrum,8.672,47.4419,0min,,,,,0
300006785,Lindau Zentrum,8.6716,47.4418,0min,,,,,0
300007119,Lindau Zentrum,8.6712,47.4409,0min,,,,,0
300007342,Lindau Zentrum,8.6719,47.4383,0min,,,,,0
300007765,Lindau Zentrum,8.679,47.4401,0min,,,,,0
300008443,Lindau Zentrum,8.6765,47.4403,0min,,,,,0
516,Neftenbach Nordost,8.6892,47.5463,0min,,,,,0
523,Neftenbach Nordost,8.6903,47.5453,0min,,,,,0
525,Neftenbach Nordost,8.6817,47.5452,0min,,,,,0
526,Neftenbach Nordost,8.6899,47.5451,0min,,,,,0
541,Neftenbach Nordost,8.6811,47.5421,0min,,,,,0
544,Neftenbach Nordost,8.6813,47.5415,1s,,,,,0
546,Neftenbach Nordost,8.6813,47.5414,0min,,,,,0
547,Neftenbach Nordost,8.6815,47.5414,1s,,,,,0
548,Neftenbach Nordost,8.6813,47.5413,1s,,,,,0
560,Neftenbach Nordost,8.6896,47.5369,0min,,,,,0
567,Neftenbach Nordost,8.6868,47.5365,0min,,,,,0
571,Neftenbach Nordost,8.6925,47.5357,0min,,,,,0
578,Neftenbach Nordost,8.6927,47.535,0min,,,,,0
610,Neftenbach Nordost,8.6896,47.5318,0min,,,,,0
18573679,Neftenbach Nordost,8.6864,47.5364,0min,,,2076,2076,1
18573680,Neftenbach Nordost,8.6812,47.5419,0min,,,37,37,1
300000617,Neftenbach Nordost,8.6833,47.5432,0min,,,,,0
300000618,Neftenbach Nordost,8.684,47.5436,0min,,,,,0
300002323,Neftenbach Nordost,8.6916,47.5455,0min,,,,,0
300002377,Neftenbach Nordost,8.6864,47.5446,0min,,,,,0
300003658,Neftenbach Nordost,8.6743,47.5384,0min,,,,,0
300003665,Neftenbach Nordost,8.6856,47.5379,0min,,,,,0
300004019,Neftenbach Nordost,8.6895,47.5355,0min,,,,,0
300004076,Neftenbach Nordost,8.6781,47.5396,0min,,,,,0
300004649,Neftenbach Nordost,8.6824,47.5466,0min,,,,,0
300004880,Neftenbach Nordost,8.6811,47.5431,0min,,,,,0
300005137,Neftenbach Nordost,8.6907,47.5368,0min,,,,,0
300006163,Neftenbach Nordost,8.6888,47.5368,0min,,,,,0
300007091,Neftenbach Nordost,8.6853,47.5362,0min,,,,,0
300007600,Neftenbach Nordost,8.6821,47.5426,0min,,,,,0
300008077,Neftenbach Nordost,8.6811,47.543,0min,,,,,0
300008284,Neftenbach Nordost,8.6827,47.5408,0min,,,,,0
300008845,Neftenbach Nordost,8.6805,47.5404,0min,,,,,0
621,Neftenbach Ost,8.6657,47.5308,0min,,,,,0
638,Neftenbach Ost,8.6682,47.5286,0min,,,,,0
764,Neftenbach Ost,8.6771,47.5179,0min,,,,,0
18506896,Neftenbach Ost,8.6688,47.5269,0min,,,64,64,1
18573676,Neftenbach Ost,8.6705,47.5218,0min,,,2947,2947,1
18573677,Neftenbach Ost,8.6593,47.5249,0min,,,1169,1169,1
18582123,Neftenbach Ost,8.666,47.5274,0min,,,6487,6487,1
300000676,Neftenbach Ost,8.6769,47.5181,0min,,,,,0
300002329,Neftenbach Ost,8.6686,47.5241,0min,,,,,0
300003786,Neftenbach Ost,8.6664,47.5298,0min,,,,,0
300004091,Neftenbach Ost,8.6712,47.5209,0min,,,,,0
300005737,Neftenbach Ost,8.6741,47.5316,0min,,,,,0
300005761,Neftenbach Ost,8.6728,47.5303,0min,,,,,0
300005877,Neftenbach Ost,8.6699,47.5225,0min,,,,,0
300006143,Neftenbach Ost,8.6609,47.5277,0min,,,,,0
300008948,Neftenbach Ost,8.6697,47.5289,0min,,,,,0
400000212,Neftenbach Ost,8.6686,47.5273,0min,,,,,0
1700000192,Neftenbach Ost,8.6676,47.5291,0min,,,,,0
1700000193,Neftenbach Ost,8.6667,47.5277,0min,,,,,0
741,Neftenbach S�d,8.6573,47.521,0min,,,,,0
747,Neftenbach S�d,8.6575,47.5197,1s,,,,,0
749,Neftenbach S�d,8.6577,47.5196,1s,,,2703,2703,2
750,Neftenbach S�d,8.6575,47.5196,0min,,,,,0
752,Neftenbach S�d,8.6574,47.5196,1s,,,,,0
753,Neftenbach S�d,8.6576,47.5195,1s,,,,,0
763,Neftenbach S�d,8.6525,47.5185,0min,,,,,0
300001245,Neftenbach S�d,8.6647,47.5184,0min,,,,,0
300002940,Neftenbach S�d,8.6686,47.518,0min,,,,,0
300005337,Neftenbach S�d,8.6574,47.5205,0min,,,,,0
300005391,Neftenbach S�d,8.6623,47.5189,0min,,,,,0
300005392,Neftenbach S�d,8.6605,47.5193,0min,,,,,0
300005437,Neftenbach S�d,8.6589,47.5196,0min,,,,,0
300005493,Neftenbach S�d,8.6565,47.5194,0min,,,,,0
300006829,Neftenbach S�d,8.6539,47.519,0min,,,,,0
453,Neftenbach West,8.6782,47.5564,0min,,,,,0
482,Neftenbach West,8.6633,47.5538,0min,,,,,0
495,Neftenbach West,8.6701,47.5518,0min,,,,,0
508,Neftenbach West,8.6498,47.5495,0min,,,,,0
558,Neftenbach West,8.6465,47.5377,0min,,,,,0
18573681,Neftenbach West,8.6676,47.5521,0min,,,1290,1290,1
18581527,Neftenbach West,8.6568,47.553,0min,,,3746,3746,1
300001480,Neftenbach West,8.6609,47.5535,0min,,,,,0
300002340,Neftenbach West,8.6704,47.5516,0min,,,,,0
300002710,Neftenbach West,8.6705,47.5521,0min,,,,,0
300003420,Neftenbach West,8.649,47.5373,0min,,,,,0
300004539,Neftenbach West,8.6775,47.5471,0min,,,,,0
300005314,Neftenbach West,8.6681,47.5521,0min,,,,,0
300006066,Neftenbach West,8.6509,47.5514,0min,,,,,0
300006391,Neftenbach West,8.6644,47.5525,0min,,,,,0
300007985,Neftenbach West,8.65,47.5495,0min,,,,,0
1212,N�rensdorf Nord,8.6397,47.4639,0min,,,,,0
1278,N�rensdorf Nord,8.6346,47.4543,0min,,,640,640,1
10100500,N�rensdorf Nord,8.6388,47.4577,0min,,,500,500,1
18576169,N�rensdorf Nord,8.64,47.4641,0min,,,1825,1825,1
300000200,N�rensdorf Nord,8.6405,47.463,0min,,,,,0
300000624,N�rensdorf Nord,8.6339,47.4539,0min,,,,,0
300001386,N�rensdorf Nord,8.6394,47.4585,0min,,,,,0
300001796,N�rensdorf Nord,8.6359,47.4535,0min,,,,,0
300002893,N�rensdorf Nord,8.6343,47.4547,0min,,,,,0
300005824,N�rensdorf Nord,8.6312,47.4582,0min,,,,,0
300006503,N�rensdorf Nord,8.6408,47.4643,0min,,,,,0
300006544,N�rensdorf Nord,8.6375,47.4565,0min,,,,,0
300008403,N�rensdorf Nord,8.6429,47.4653,0min,,,,,0
1168,N�rensdorf Ost,8.6517,47.4722,0min,,,,,0
1181,N�rensdorf Ost,8.6523,47.4709,0min,,,,,0
1193,N�rensdorf Ost,8.6479,47.4681,0min,,,,,0
1203,N�rensdorf Ost,8.65,47.466,0min,,,,,0
1213,N�rensdorf Ost,8.6651,47.4634,0min,,,,,0
1225,N�rensdorf Ost,8.6615,47.4617,0min,,,,,0
10103163,N�rensdorf Ost,8.6599,47.4609,0min,,,,,0
10103164,N�rensdorf Ost,8.6611,47.4616,0min,,,,,0
18576172,N�rensdorf Ost,8.6599,47.4609,0min,,,3164,3162,3
300002216,N�rensdorf Ost,8.6619,47.4619,0min,,,,,0
300002217,N�rensdorf Ost,8.6632,47.4625,0min,,,,,0
300003904,N�rensdorf Ost,8.6601,47.4611,0min,,,,,0
300004543,N�rensdorf Ost,8.6495,47.4666,0min,,,,,0
300005317,N�rensdorf Ost,8.6592,47.4603,0min,,,,,0
300007539,N�rensdorf Ost,8.6605,47.4625,0min,,,,,0
300008235,N�rensdorf Ost,8.6593,47.4604,0min,,,,,0
1402,N�rensdorf S�d,8.6489,47.447,0min,,,,,0
1415,N�rensdorf S�d,8.6459,47.4461,0min,,,,,0
1425,N�rensdorf S�d,8.641,47.4452,0min,,,,,0
1472,N�rensdorf S�d,8.6629,47.4424,0min,,,,,0
10100003,N�rensdorf S�d,8.6495,47.4462,0min,,,,,0
10101955,N�rensdorf S�d,8.6484,47.4471,0min,,,,,0
18506962,N�rensdorf S�d,8.6491,47.4471,0min,,,6882,3,4
18576166,N�rensdorf S�d,8.6482,47.4467,0min,,,2378,2378,1
18576170,N�rensdorf S�d,8.6512,47.4508,0min,,,449,449,1
300000222,N�rensdorf S�d,8.6461,47.4487,0min,,,,,0
300002311,N�rensdorf S�d,8.6503,47.4496,0min,,,,,0
300002617,N�rensdorf S�d,8.6457,47.4467,0min,,,,,0
300003749,N�rensdorf S�d,8.6544,47.4444,0min,,,,,0
300004056,N�rensdorf S�d,8.6497,47.446,0min,,,,,0
300007495,N�rensdorf S�d,8.6455,47.446,0min,,,,,0
300007653,N�rensdorf S�d,8.6428,47.4455,0min,,,,,0
300008010,N�rensdorf S�d,8.6523,47.4525,0min,,,,,0
300008429,N�rensdorf S�d,8.6445,47.4506,0min,,,,,0
300008532,N�rensdorf S�d,8.6514,47.451,0min,,,,,0
300008865,N�rensdorf S�d,8.651,47.4505,0min,,,,,0
400000209,N�rensdorf S�d,8.6488,47.4469,0min,,,,,0
1700000189,N�rensdorf S�d,8.6518,47.4518,0min,,,,,0
1700000191,N�rensdorf S�d,8.6454,47.45,0min,,,,,0
895,Oberembrach Ost,8.6305,47.5059,0min,,,,,0
939,Oberembrach Ost,8.6308,47.5025,0min,,,,,0
984,Oberembrach Ost,8.6323,47.4992,0min,,,,,0
300002568,Oberembrach Ost,8.6546,47.4919,0min,,,,,0
300004017,Oberembrach Ost,8.6363,47.4994,0min,,,,,0
300005428,Oberembrach Ost,8.657,47.4918,0min,,,,,0
300005585,Oberembrach Ost,8.6321,47.4995,0min,,,,,0
300006137,Oberembrach Ost,8.6425,47.4795,0min,,,,,0
300006568,Oberembrach Ost,8.6603,47.4899,0min,,,,,0
300006648,Oberembrach Ost,8.6328,47.4977,0min,,,,,0
300007352,Oberembrach Ost,8.6423,47.4965,0min,,,,,0
300008152,Oberembrach Ost,8.6435,47.495,0min,,,,,0
300008153,Oberembrach Ost,8.643,47.4953,0min,,,,,0
767,Pfungen,8.6437,47.5178,1s,,,,,0
769,Pfungen,8.639,47.5174,0min,,,,,0
834,Pfungen,8.6408,47.5119,0min,,,,,0
18576147,Pfungen,8.6468,47.5163,0min,,,1883,1883,1
18576148,Pfungen,8.6372,47.519,0min,,,803,803,1
300000741,Pfungen,8.6382,47.5179,0min,,,,,0
300001544,Pfungen,8.6379,47.5127,0min,,,,,0
300001878,Pfungen,8.6478,47.5177,0min,,,,,0
300002561,Pfungen,8.6508,47.5178,0min,,,,,0
300002562,Pfungen,8.6323,47.5165,0min,,,,,0
300003195,Pfungen,8.6328,47.5166,0min,,,,,0
300003404,Pfungen,8.6411,47.5123,0min,,,,,0
300005092,Pfungen,8.6438,47.5069,0min,,,,,0
300007036,Pfungen,8.6517,47.5181,0min,,,,,0
300007726,Pfungen,8.6404,47.512,0min,,,,,0
300007744,Pfungen,8.6442,47.5178,0min,,,,,0
300007799,Pfungen,8.6353,47.5126,0min,,,,,0
300008379,Pfungen,8.6356,47.5126,0min,,,,,0
300008477,Pfungen,8.6425,47.5095,0min,,,,,0
300008974,Pfungen,8.6414,47.5144,0min,,,,,0
300111883,Pfungen,8.6471,47.5159,0min,,,8506042,8506042,1
400000211,Pfungen,8.6424,47.5165,0min,,,,,0
1700000141,Pfungen,8.6451,47.5177,0min,,,,,0
1700000142,Pfungen,8.6464,47.5171,0min,,,,,0
1701899170,Pfungen,8.6451,47.5174,0min,,,,,0
483,Rickenbach (ZH) Nord,8.7947,47.5521,0min,,,,,0
488,Rickenbach (ZH) Nord,8.795,47.5516,0min,,,6736,2063,2
502,Rickenbach (ZH) Nord,8.7926,47.5495,0min,,,,,0
300000933,Rickenbach (ZH) Nord,8.7898,47.5554,0min,,,,,0
300002081,Rickenbach (ZH) Nord,8.8007,47.5532,0min,,,,,0
300002493,Rickenbach (ZH) Nord,8.797,47.5536,0min,,,,,0
300002901,Rickenbach (ZH) Nord,8.7915,47.5494,0min,,,,,0
300003290,Rickenbach (ZH) Nord,8.7942,47.5512,0min,,,,,0
300005067,Rickenbach (ZH) Nord,8.7936,47.5506,0min,,,,,0
300005762,Rickenbach (ZH) Nord,8.7979,47.5523,0min,,,,,0
300006061,Rickenbach (ZH) Nord,8.7924,47.5495,0min,,,,,0
300008349,Rickenbach (ZH) Nord,8.7934,47.5529,0min,,,,,0
300008489,Rickenbach (ZH) Nord,8.7961,47.5547,0min,,,,,0
300008602,Rickenbach (ZH) Nord,8.7914,47.548,0min,,,,,0
527,Rickenbach (ZH) S�d,8.784,47.544,0min,,,,,0
536,Rickenbach (ZH) S�d,8.7877,47.5425,0min,,,,,0
537,Rickenbach (ZH) S�d,8.7877,47.5422,0min,,,,,0
18506749,Rickenbach (ZH) S�d,8.7885,47.5383,0min,,,2615,2615,1
18573310,Rickenbach (ZH) S�d,8.7877,47.5411,0min,,,59,59,1
18573311,Rickenbach (ZH) S�d,8.7889,47.5356,0min,,,2065,2065,1
300000161,Rickenbach (ZH) S�d,8.7888,47.5371,0min,,,,,0
300000374,Rickenbach (ZH) S�d,8.7889,47.5356,0min,,,,,0
300000443,Rickenbach (ZH) S�d,8.7886,47.5376,0min,,,,,0
300001166,Rickenbach (ZH) S�d,8.7863,47.5423,0min,,,,,0
300003130,Rickenbach (ZH) S�d,8.789,47.5359,0min,,,,,0
300004597,Rickenbach (ZH) S�d,8.7868,47.5351,0min,,,,,0
300004706,Rickenbach (ZH) S�d,8.7851,47.5425,0min,,,,,0
300006011,Rickenbach (ZH) S�d,8.7848,47.5428,0min,,,,,0
300006456,Rickenbach (ZH) S�d,8.7832,47.5438,0min,,,,,0
300006978,Rickenbach (ZH) S�d,8.7863,47.5348,0min,,,,,0
300007249,Rickenbach (ZH) S�d,8.788,47.54,0min,,,,,0
300007519,Rickenbach (ZH) S�d,8.7879,47.5403,0min,,,,,0
300008891,Rickenbach (ZH) S�d,8.7882,47.5449,0min,,,,,0
300112065,Rickenbach (ZH) S�d,8.7891,47.5352,0min,,,8506018,8506018,1
1087,Schlatt Ost,8.8078,47.4837,0min,,,,,0
1091,Schlatt Ost,8.8135,47.483,0min,,,,,0
1098,Schlatt Ost,8.8286,47.4816,0min,,,,,0
1101,Schlatt Ost,8.8297,47.4809,0min,,,,,0
1102,Schlatt Ost,8.8296,47.4808,0min,,,,,0
1116,Schlatt Ost,8.8203,47.479,0min,,,6124,6124,1
1182,Schlatt Ost,8.8272,47.4686,0min,,,,,0
1184,Schlatt Ost,8.827,47.4685,0min,,,,,0
1202,Schlatt Ost,8.8472,47.4638,0min,,,,,0
1241,Schlatt Ost,8.8445,47.4583,0min,,,,,0
18506692,Schlatt Ost,8.8277,47.4692,0min,,,6122,6122,1
18573668,Schlatt Ost,8.8277,47.4739,0min,,,6123,6123,1
18573669,Schlatt Ost,8.8469,47.4637,0min,,,1809,1809,1
18579712,Schlatt Ost,8.8164,47.4794,0min,,,6125,6125,1
300000651,Schlatt Ost,8.8157,47.4799,0min,,,,,0
300000841,Schlatt Ost,8.823,47.4751,0min,,,,,0
300001200,Schlatt Ost,8.8196,47.4778,0min,,,,,0
300001201,Schlatt Ost,8.8193,47.4781,0min,,,,,0
300001540,Schlatt Ost,8.8452,47.4624,0min,,,,,0
300002312,Schlatt Ost,8.8469,47.4643,0min,,,,,0
300002416,Schlatt Ost,8.827,47.4748,0min,,,,,0
300003173,Schlatt Ost,8.8277,47.4726,0min,,,,,0
300004038,Schlatt Ost,8.8267,47.4664,0min,,,,,0
300004833,Schlatt Ost,8.8278,47.4678,0min,,,,,0
300004903,Schlatt Ost,8.8449,47.4658,0min,,,,,0
300005089,Schlatt Ost,8.8146,47.481,0min,,,,,0
300005535,Schlatt Ost,8.8187,47.4783,0min,,,,,0
300005857,Schlatt Ost,8.8248,47.4757,0min,,,,,0
300005924,Schlatt Ost,8.8275,47.4745,0min,,,,,0
300006940,Schlatt Ost,8.8226,47.4793,0min,,,,,0
300007616,Schlatt Ost,8.8273,47.4666,0min,,,,,0
300007794,Schlatt Ost,8.8463,47.4583,0min,,,,,0
300007815,Schlatt Ost,8.8298,47.4674,0min,,,,,0
300007816,Schlatt Ost,8.8284,47.468,0min,,,,,0
300008624,Schlatt Ost,8.8283,47.4697,0min,,,,,0
300008731,Schlatt Ost,8.82,47.4775,0min,,,,,0
1153,Schlatt West,8.8027,47.4749,0min,,,,,0
1188,Schlatt West,8.7954,47.4679,0min,,,,,0
1196,Schlatt West,8.7983,47.465,0min,,,,,0
300001939,Schlatt West,8.8072,47.4677,0min,,,,,0
300003153,Schlatt West,8.8051,47.4677,0min,,,,,0
300003593,Schlatt West,8.7981,47.4727,0min,,,,,0
300004282,Schlatt West,8.8085,47.4674,0min,,,,,0
300005423,Schlatt West,8.8048,47.4676,0min,,,,,0
300006448,Schlatt West,8.7989,47.4732,0min,,,,,0
300007387,Schlatt West,8.8139,47.4659,0min,,,,,0
300007845,Schlatt West,8.8067,47.4755,0min,,,,,0
562,Seuzach Nord,8.7298,47.5362,1s,,,,,0
563,Seuzach Nord,8.73,47.5362,1s,,,,,0
564,Seuzach Nord,8.7299,47.5362,0min,,,,,0
565,Seuzach Nord,8.7297,47.5361,1s,,,,,0
566,Seuzach Nord,8.7299,47.5361,1s,,,,,0
18574236,Seuzach Nord,8.7297,47.5365,0min,,,3583,3583,1
18576297,Seuzach Nord,8.7389,47.5355,0min,,,2382,2382,2
18594199,Seuzach Nord,8.7336,47.5367,0min,,,,,0
300001124,Seuzach Nord,8.7402,47.5346,0min,,,,,0
300002346,Seuzach Nord,8.7431,47.5334,0min,,,,,0
300002359,Seuzach Nord,8.7298,47.5374,0min,,,,,0
300002811,Seuzach Nord,8.7363,47.5365,0min,,,,,0
300005480,Seuzach Nord,8.7395,47.5351,0min,,,,,0
300006696,Seuzach Nord,8.7257,47.5358,0min,,,,,0
300007285,Seuzach Nord,8.7343,47.5367,0min,,,6732,6732,1
300007355,Seuzach Nord,8.7349,47.5412,0min,,,,,0
300007414,Seuzach Nord,8.7245,47.5357,0min,,,,,0
300008502,Seuzach Nord,8.7316,47.5396,0min,,,,,0
300112382,Seuzach Nord,8.739,47.5358,0min,,,8506020,8506020,1
648,Seuzach S�d,8.7345,47.5273,0min,,,,,0
651,Seuzach S�d,8.7341,47.5269,0min,,,,,0
653,Seuzach S�d,8.734,47.5268,0min,,,,,0
654,Seuzach S�d,8.7341,47.5268,0min,,,,,0
655,Seuzach S�d,8.7342,47.5268,0min,,,,,0
657,Seuzach S�d,8.7333,47.5268,0min,,,,,0
658,Seuzach S�d,8.7343,47.5268,0min,,,,,0
659,Seuzach S�d,8.735,47.5267,0min,,,,,0
660,Seuzach S�d,8.7344,47.5267,0min,,,,,0
661,Seuzach S�d,8.733,47.5267,0min,,,,,0
662,Seuzach S�d,8.7329,47.5267,0min,,,,,0
664,Seuzach S�d,8.7359,47.5266,0min,,,,,0
665,Seuzach S�d,8.7344,47.5266,0min,,,,,0
666,Seuzach S�d,8.7336,47.5266,0min,,,,,0
667,Seuzach S�d,8.7338,47.5266,0min,,,,,0
668,Seuzach S�d,8.7357,47.5265,0min,,,,,0
669,Seuzach S�d,8.735,47.5264,0min,,,,,0
670,Seuzach S�d,8.7333,47.5264,0min,,,,,0
671,Seuzach S�d,8.7327,47.5264,0min,,,,,0
672,Seuzach S�d,8.7325,47.5263,0min,,,,,0
673,Seuzach S�d,8.7331,47.5263,0min,,,,,0
674,Seuzach S�d,8.7323,47.5263,0min,,,,,0
675,Seuzach S�d,8.7356,47.5262,0min,,,,,0
676,Seuzach S�d,8.7321,47.5262,0min,,,,,0
677,Seuzach S�d,8.7346,47.5262,0min,,,,,0
678,Seuzach S�d,8.7344,47.5261,0min,,,,,0
680,Seuzach S�d,8.7311,47.526,0min,,,,,0
681,Seuzach S�d,8.7337,47.526,0min,,,,,0
682,Seuzach S�d,8.7344,47.5259,0min,,,,,0
683,Seuzach S�d,8.7326,47.5259,0min,,,,,0
684,Seuzach S�d,8.733,47.5259,0min,,,,,0
685,Seuzach S�d,8.7317,47.5258,0min,,,,,0
686,Seuzach S�d,8.7352,47.5257,0min,,,,,0
687,Seuzach S�d,8.7283,47.5258,0min,,,,,0
688,Seuzach S�d,8.7288,47.5257,0min,,,,,0
704,Seuzach S�d,8.7209,47.5238,0min,,,,,0
707,Seuzach S�d,8.7193,47.5235,0min,,,,,0
719,Seuzach S�d,8.7217,47.5228,0min,,,,,0
10106783,Seuzach S�d,8.7296,47.5352,0min,,,6783,6783,1
18582180,Seuzach S�d,8.7286,47.5316,0min,,,6491,6491,1
300000739,Seuzach S�d,8.7275,47.5287,0min,,,,,0
300003210,Seuzach S�d,8.7285,47.5314,0min,,,,,0
300005027,Seuzach S�d,8.7197,47.5234,0min,,,,,0
300006461,Seuzach S�d,8.7198,47.5233,0min,,,,,0
300006688,Seuzach S�d,8.7287,47.5328,0min,,,,,0
300007767,Seuzach S�d,8.7298,47.5355,0min,,,,,0
554,Seuzach West,8.7101,47.5387,0min,,,,,0
576,Seuzach West,8.7025,47.535,0min,,,,,0
579,Seuzach West,8.7096,47.5348,1s,,,,,0
580,Seuzach West,8.7094,47.5347,1s,,,,,0
581,Seuzach West,8.7096,47.5347,0min,,,,,0
582,Seuzach West,8.7097,47.5347,1s,,,,,0
584,Seuzach West,8.7095,47.5346,1s,,,,,0
634,Seuzach West,8.7092,47.5291,0min,,,,,0
692,Seuzach West,8.7009,47.5256,0min,,,,,0
693,Seuzach West,8.7011,47.5256,0min,,,,,0
694,Seuzach West,8.7014,47.5253,0min,,,,,0
697,Seuzach West,8.7061,47.5251,0min,,,,,0
698,Seuzach West,8.7078,47.5251,0min,,,,,0
699,Seuzach West,8.7012,47.525,0min,,,,,0
702,Seuzach West,8.7153,47.5242,0min,,,,,0
705,Seuzach West,8.7123,47.5238,0min,,,,,0
708,Seuzach West,8.7012,47.5236,0min,,,,,0
709,Seuzach West,8.7131,47.5235,0min,,,,,0
712,Seuzach West,8.7148,47.5233,0min,,,,,0
713,Seuzach West,8.7162,47.5232,0min,,,,,0
715,Seuzach West,8.7163,47.523,0min,,,,,0
718,Seuzach West,8.716,47.5229,0min,,,,,0
721,Seuzach West,8.7,47.5227,0min,,,,,0
18506691,Seuzach West,8.7123,47.5276,0min,,,1803,1803,1
18573695,Seuzach West,8.7096,47.5351,0min,,,2755,2755,1
300000860,Seuzach West,8.7141,47.5258,0min,,,,,0
300001005,Seuzach West,8.715,47.5246,0min,,,,,0
300001071,Seuzach West,8.7156,47.5236,0min,,,,,0
300003687,Seuzach West,8.7168,47.5345,0min,,,,,0
300004964,Seuzach West,8.7067,47.5349,0min,,,,,0
300004985,Seuzach West,8.7137,47.5234,0min,,,,,0
300005073,Seuzach West,8.7095,47.5288,0min,,,,,0
300005249,Seuzach West,8.7139,47.5344,0min,,,,,0
300005779,Seuzach West,8.7092,47.5294,0min,,,,,0
300006082,Seuzach West,8.7163,47.5344,0min,,,,,0
300007667,Seuzach West,8.7111,47.5281,0min,,,,,0
300008225,Seuzach West,8.7016,47.5227,0min,,,,,0
300008564,Seuzach West,8.7019,47.5236,0min,,,,,0
