Compound Name,isoSMILES
"Cyclobutane, (1-methylethylidene)-",CC(=C1CCC1)C
"Hexane, 2,3-dimethyl-",CCCC(C)C(C)C
"Cyclohexane, 1,3-dimethyl-, cis-",C[C@@H]1CCC[C@@H](C1)C
"Cyclohexane, 1,4-dimethyl-",CC1CCC(CC1)C
"Hexane, 2,2,5-trimethyl-",CC(C)CCC(C)(C)C
"Cyclohexane, 1,1-dimethyl-",CC1(CCCCC1)C
"Cyclopentane, 1-ethyl-3-methyl-",CCC1CCC(C1)C
"Cyclopentane, 1-ethyl-3-methyl-",CCC1CCC(C1)C
"3-Hexene, 2,3-dimethyl-",CC/C=C(\C)/C(C)C
"Cyclohexane, 1,2-dimethyl- (cis/trans)",CC1CCCCC1C
Octane,CCCCCCCC
"Cyclohexane, 1,4-dimethyl-, cis-",CC1CCC(CC1)C
"Cyclohexene, 3,5-dimethyl-",CC1CC=CC(C1)C
"Heptane, 3,4,5-trimethyl-",CCC(C)C(C)C(C)CC
"Hexane, 2,2,5-trimethyl-",CC(C)CCC(C)(C)C
"Heptane, 2,4-dimethyl-",CCCC(C)CC(C)C
"Cyclohexene, 3,5-dimethyl-",CC1CC=CC(C1)C
"Octane, 2-methyl-",CCCCCCC(C)C
"Cyclohexane, ethyl-",CCC1CCCCC1
"Heptane, 2,5-dimethyl-",CCC(C)CCC(C)C
"1,1,4-Trimethylcyclohexane",CC1CCC(CC1)(C)C
"Cyclohexane, 1-isopropyl-1-methyl-",CC(C)C1(CCCCC1)C
"Heptane, 3,4,5-trimethyl-",CCC(C)C(C)C(C)CC
"Cyclohexane, 1,2,4-trimethyl-",CC1CCC(C(C1)C)C
"Cyclohexane, 1,3,5-trimethyl-",CC1CC(CC(C1)C)C
"Heptane, 3,4-dimethyl-",CCCC(C)C(C)CC
"Cyclopropane, 1,1-dimethyl-2-(2-methyl-1-propenyl)-",CC(=CC1CC1(C)C)C
"Octane, 2-methyl-",CCCCCCC(C)C
"Benzene, 1,3-dimethyl-",CC1=CC(=CC=C1)C
"Octane, 3-methyl-",CCCCCC(C)CC
"Pentane, 3-ethyl-3-methyl-",CCC(C)(CC)CC
"Cyclohexane, 1,2,4-trimethyl-",CC1CCC(C(C1)C)C
"Cyclohexane, 1,2,4-trimethyl-",CC1CCC(C(C1)C)C
"Cyclohexane, 1,2,4-trimethyl-",CC1CCC(C(C1)C)C
"Cyclohexane, methyl-",CC1CCCCC1
"1-Ethyl-3-methylcyclohexane (c,t)",CCC1CCCC(C1)C
"1-Ethyl-3-methylcyclohexane (c,t)",CCC1CCCC(C1)C
"Benzene, 1,3-dimethyl-",CC1=CC(=CC=C1)C
"Octane, 3,3-dimethyl-",CCCCCC(C)(C)CC
Nonane,CCCCCCCCC
"Cyclohexane, 1,2,3-trimethyl-",CC1CCCC(C1C)C
"1-Ethyl-3-methylcyclohexane (c,t)",CCC1CCCC(C1)C
"1-Ethyl-3-methylcyclohexane (c,t)",CCC1CCCC(C1)C
"Nonane, 4-methyl-",CCCCCC(C)CCC
"Nonane, 5-methyl-",CCCCC(C)CCCC
"Octane, 2,5-dimethyl-",CCCC(C)CCC(C)C
"Octane, 3,6-dimethyl-",CCC(C)CCC(C)CC
"Octane, 3,6-dimethyl-",CCC(C)CCC(C)CC
"Octane, 2,3-dimethyl-",CCCCCC(C)C(C)C
"Benzene, 1-ethyl-4-methyl-",CCC1=CC=C(C=C1)C
"Undecane, 4,6-dimethyl-",CCCCCC(C)CC(C)CCC
"Benzene, 1-ethyl-4-methyl-",CCC1=CC=C(C=C1)C
"Octane, 3,5-dimethyl-",CCCC(C)CC(C)CC
"Benzene, 1-ethyl-2-methyl-",CCC1=CC=CC=C1C
"Decane, 3,8-dimethyl-",CCC(C)CCCCC(C)CC
"Heptane, 4-ethyl-",CCCC(CC)CCC
"Benzene, 1-ethyl-2,4-dimethyl-",CCC1=C(C=C(C=C1)C)C
Acetone,CC(=O)C
"1-Butene, 2,3-dimethyl-",CC(C)C(=C)C
"Cyclopentane, methyl-",CC1CCCC1
"Furan, 2-butyltetrahydro-",CCCCC1CCCO1
"Cyclopentane, 1,2-dimethyl-, trans-",C[C@@H]1CCC[C@H]1C
(Z)-4-Methyl-2-hexene,CCC(C)/C=C\C
(Z)-4-Methyl-2-hexene,CCC(C)/C=C\C
"2-Pentene, 3,4-dimethyl-, (E)-",C/C=C(\C)/C(C)C
"Hexane, 2,2-dimethyl-",CCCCC(C)(C)C
"Cyclopentane, ethyl-",CCC1CCCC1
3-Ethyl-3-hexene,CCC=C(CC)CC
"Cyclopentane, 1,2,3-trimethyl-, (1.alpha.,2.alpha.,3.alpha.)-",C[C@@H]1CC[C@@H](C1C)C
"1,3-Pentadiene, 2,4-dimethyl-",CC(=CC(=C)C)C
Toluene,CC1=CC=CC=C1
"Cyclopentane, 1-ethyl-1-methyl-",CCC1(CCCC1)C
"Cyclopentene, 1,2,3-trimethyl-",CC1CCC(=C1C)C
"Pentane, 2,3,3,4-tetramethyl-",CC(C)C(C)(C)C(C)C
"Propanoic acid, anhydride",CCC(=O)OC(=O)CC
"Cyclohexane, 1,1,3-trimethyl-",CC1CCCC(C1)(C)C
"Cyclohexane, 1-ethyl-1-methyl-",CCC1(CCCCC1)C
(E)-But-2-enyl (E)-2-methylbut-2-enoate,C/C=C/COC(=O)/C(=C/C)/C
"Cyclohexane, 1-ethyl-2-propyl-",CCCC1CCCCC1CC
"Hexane, 2,2,3,3-tetramethyl-",CCCC(C)(C)C(C)(C)C
"Heptane, 3-ethyl-2-methyl-",CCCCC(CC)C(C)C
"Benzene, propyl-",CCCC1=CC=CC=C1
"Nonane, 2-methyl-",CCCCCCCC(C)C
"Octane, 3-ethyl-",CCCCCC(CC)CC
"Pentane, 2,2,3-trimethyl-",CCC(C)C(C)(C)C
"m-Menthane, (1S,3S)-(+)-",CC1CCCC(C1)C(C)C
"Cyclohexane, 1-methyl-4-(1-methylethyl)-, trans-",CC1CCC(CC1)C(C)C
"Trans-1,4-diethylcyclohexane",CCC1CCC(CC1)CC
"Octane, 2,6,6-trimethyl-",CCC(C)(C)CCCC(C)C
Decane,CCCCCCCCCC
"m-Menthane, (1S,3S)-(+)-",CC1CCCC(C1)C(C)C
Undecane,CCCCCCCCCCC
"Nonane, 2,5-dimethyl-",CCCCC(C)CCC(C)C
"Decane, 4-methyl-",CCCCCCC(C)CCC
"Dodecane, 2,7,10-trimethyl-",CCC(C)CCC(C)CCCCC(C)C
"Nonane, 3,7-dimethyl-",CCC(C)CCCC(C)CC
"Pimelic acid, di(3-phenylpropyl) ester",C1=CC=C(C=C1)CCCOC(=O)CCCCCC(=O)OCCCC2=CC=CC=C2
"2H-Pyran-2-one, 4-hydroxy-6-methyl-",CC1=CC(=CC(=O)O1)O
"Benzene, 1-methyl-4-propyl-",CCCC1=CC=C(C=C1)C
"Decane, 5-methyl-",CCCCCC(C)CCCC
"Nonane, 4-methyl-5-propyl-",CCCCC(CCC)C(C)CCC
"Decane, 2-methyl-",CCCCCCCCC(C)C
"2-Cyclopenten-1-one, 3-methoxy-5-methyl-",CC1CC(=CC1=O)OC
"Nonane, 5-butyl-",CCCCC(CCCC)CCCC
3-Ethyl-3-methylheptane,CCCCC(C)(CC)CC
"Undecane, 3,5-dimethyl-",CCCCCCC(C)CC(C)CC
"Benzene, 2-ethyl-1,4-dimethyl-",CCC1=C(C=CC(=C1)C)C
"Benzene, 2-ethyl-1,4-dimethyl-",CCC1=C(C=CC(=C1)C)C
"Cyclohexanone, 3-butyl-",CCCCC1CCCC(=O)C1
"Benzene, 2-ethyl-1,4-dimethyl-",CCC1=C(C=CC(=C1)C)C
"Benzene, 4-ethenyl-1,2-dimethyl-",CC1=C(C=C(C=C1)C=C)C
"Undecane, 4,8-dimethyl-",CCCC(C)CCCC(C)CCC
"Benzene, (1-methylbutyl)-",CCCC(C)C1=CC=CC=C1
"Benzene, 2-ethyl-1,4-dimethyl-",CCC1=C(C=CC(=C1)C)C
Dodecane,CCCCCCCCCCCC
"Nonane, 5-methyl-5-propyl-",CCCCC(C)(CCC)CCCC
"Undecane, 3-methyl-",CCCCCCCCC(C)CC
"Benzene, 1,3-diethyl-5-methyl-",CCC1=CC(=CC(=C1)C)CC
Dodecane,CCCCCCCCCCCC
"Undecane, 4-methyl-",CCCCCCCC(C)CCC
"Nonane, 5-(2-methylpropyl)-",CCCCC(CCCC)CC(C)C
"Undecane, 3-methyl-",CCCCCCCCC(C)CC
"Benzene, 1,3-diethyl-5-methyl-",CCC1=CC(=CC(=C1)C)CC
"Benzene, 1-methyl-4-(1-methylpropyl)-",CCC(C)C1=CC=C(C=C1)C
"1H-Indene, 2,3-dihydro-4,7-dimethyl-",CC1=C2CCCC2=C(C=C1)C
"1H-Indene, 2,3-dihydro-1,1-dimethyl-",CC1(CCC2=CC=CC=C21)C
Dodecane,CCCCCCCCCCCC
"Benzene, 1,3-dimethyl-5-(1-methylethyl)-",CC1=CC(=CC(=C1)C(C)C)C
"1H-Indene, 2,3-dihydro-1,1-dimethyl-",CC1(CCC2=CC=CC=C21)C
"Dodecane, 5-methyl-",CCCCCCCC(C)CCCC
"Undecane, 2,5-dimethyl-",CCCCCCC(C)CCC(C)C
"Benzene, 2,4-dimethyl-1-(1-methylethyl)-",CC1=CC(=C(C=C1)C(C)C)C
"Undecane, 4,7-dimethyl-",CCCCC(C)CCC(C)CCC
"Undecane, 3,8-dimethyl-",CCCC(C)CCCCC(C)CC
"Dodecane, 3-methyl-",CCCCCCCCCC(C)CC
"Dodecane, 3-methyl-",CCCCCCCCCC(C)CC
"1H-Indene, 2,3-dihydro-1,1,3-trimethyl-",CC1CC(C2=CC=CC=C12)(C)C
"Heptane, 4-propyl-",CCCC(CCC)CCC
"1H-Indene, 2,3-dihydro-1,1,3-trimethyl-",CC1CC(C2=CC=CC=C12)(C)C
"Dodecane, 4-methyl-",CCCCCCCCC(C)CCC
"Dodecane, 3-methyl-",CCCCCCCCCC(C)CC
"Benzene, 1,4-bis(1-methylethyl)-",CC(C)C1=CC=C(C=C1)C(C)C
"1H-Indene, 2,3-dihydro-4,7-dimethyl-",CC1=C2CCCC2=C(C=C1)C
"Benzene, 1,4-dimethyl-2-(2-methylpropyl)-",CC1=CC(=C(C=C1)C)CC(C)C
"1H-Indene, 2,3-dihydro-1,1,3-trimethyl-",CC1CC(C2=CC=CC=C12)(C)C
"Naphthalene, 2-methyl-",CC1=CC2=CC=CC=C2C=C1
"4-Methyl-1,6-heptadien-4-ol",CC(CC=C)(CC=C)O
"Pentane, 2,3,3,4-tetramethyl-",CC(C)C(C)(C)C(C)C
"Naphthalene, 2-methyl-",CC1=CC2=CC=CC=C2C=C1
"Phenol, 2-(3-hydroxy-3-methyl-1-butenyl)-, (Z)-",CC(C)(/C=C\C1=CC=CC=C1O)O
"Benzene, 1,3,5-trimethyl-2-(1-methylethenyl)-",CC1=CC(=C(C(=C1)C)C(=C)C)C
"Naphthalene, 1,2,3,4-tetrahydro-1,6,8-trimethyl-",CC1CCCC2=CC(=CC(=C12)C)C
"Hexane, 3,3-dimethyl-",CCCC(C)(C)CC
"Hexane, 3,3-dimethyl-",CCCC(C)(C)CC
"Benzene, 1,1'-(1,1,10,10-tetramethyl-1,10-decanediyl)bis[3,4-dimethyl-",CC1=C(C=C(C=C1)C(C)(C)CCCCCCCCC(C)(C)C2=CC(=C(C=C2)C)C)C
"Benzene, 1,2-diethyl-3,4-dimethyl-",CCC1=C(C(=C(C=C1)C)C)CC
4-pentylphenyl 4-propylbenzoate,CCCCCC1=CC=C(C=C1)OC(=O)C2=CC=C(C=C2)CCC
"Benzene, 2-(2-butenyl)-1,3,5-trimethyl-",C/C=C/CC1=C(C=C(C=C1C)C)C
"Hexane, 3,3-dimethyl-",CCCC(C)(C)CC
"Nonane, 5-methyl-5-propyl-",CCCCC(C)(CCC)CCCC
3-Ethyl-3-methylheptane,CCCCC(C)(CC)CC
"Naphthalene, 2,6-dimethyl-",CC1=CC2=C(C=C1)C=C(C=C2)C
"Naphthalene, 1,2-dimethyl-",CC1=C(C2=CC=CC=C2C=C1)C
"1,3,5-Trimethyl-2-cyclopentylbenzene",CC1=CC(=C(C(=C1)C)C2CCCC2)C
"Diglycolic acid, di(2-ethylbutyl) ester",CCC(CC)COC(=O)COCC(=O)OCC(CC)CC
"Benzene, 1-tert-butyl-4-cyclopropylmethyl-",CC(C)(C)C1=CC=C(C=C1)CC2CC2
"Naphthalene, 1,6-dimethyl-",CC1=CC2=CC=CC(=C2C=C1)C
"1,3-Pentanedione, 4-methyl-1-phenyl-",CC(C)C(=O)CC(=O)C1=CC=CC=C1
"Naphthalene, 1,2-dimethyl-",CC1=C(C2=CC=CC=C2C=C1)C
"Benzene, 1-isopentyl-2,4,5-trimethyl-",CC1=CC(=C(C=C1C)CCC(C)C)C
"Naphthalene, 1,2,3,4-tetrahydro-5,6,7,8-tetramethyl-",CC1=C(C(=C2CCCCC2=C1C)C)C
"Naphthalene, 2-(1-methylethyl)-",CC(C)C1=CC2=CC=CC=C2C=C1
"Naphthalene, 1,6,7-trimethyl-",CC1=C2C=C(C(=CC2=CC=C1)C)C
"Naphthalene, 1,6,7-trimethyl-",CC1=C2C=C(C(=CC2=CC=C1)C)C
"Naphthalene, 1,6,7-trimethyl-",CC1=C2C=C(C(=CC2=CC=C1)C)C
"Naphthalene, 1,6,7-trimethyl-",CC1=C2C=C(C(=CC2=CC=C1)C)C
"Naphthalene, 1,6,7-trimethyl-",CC1=C2C=C(C(=CC2=CC=C1)C)C
"Naphthalene, 2-methyl-1-propyl-",CCCC1=C(C=CC2=CC=CC=C21)C
Chamazulene,CCC1=CC2=C(C=CC2=C(C=C1)C)C
"Naphthalene, 1-methyl-7-(1-methylethyl)-",CC1=C2C=C(C=CC2=CC=C1)C(C)C
"Naphthalene, 1-methyl-7-(1-methylethyl)-",CC1=C2C=C(C=CC2=CC=C1)C(C)C
"Naphthalene, 1-methyl-7-(1-methylethyl)-",CC1=C2C=C(C=CC2=CC=C1)C(C)C
3-Biphenylmethanol,C1=CC=C(C=C1)C2=CC=CC(=C2)CO
"Naphthalene, 1,2,3,4-tetramethyl-",CC1=C(C2=CC=CC=C2C(=C1C)C)C
"1,1'-Biphenyl, 4-methoxy-",COC1=CC=C(C=C1)C2=CC=CC=C2
"1,2,3,3a,8,9,9a,9b-Octahydrocyclopenta[def]phenanthrene",C1CC2CC3CCCC4=C3C2=C(C1)C=C4
"Naphthalene, 1,2,3,4-tetramethyl-",CC1=C(C2=CC=CC=C2C(=C1C)C)C
"Azulene, 1,4-dimethyl-7-(1-methylethyl)-",CC1=C2C=CC(=C2C=C(C=C1)C(C)C)C
"Naphthalene, 1,6-dimethyl-4-(1-methylethyl)-",CC1=CC2=C(C=CC(=C2C=C1)C)C(C)C
"Azulene, 1,4-dimethyl-7-(1-methylethyl)-",CC1=C2C=CC(=C2C=C(C=C1)C(C)C)C
"Azulene, 1,4-dimethyl-7-(1-methylethyl)-",CC1=C2C=CC(=C2C=C(C=C1)C(C)C)C
"Azulene, 1,4-dimethyl-7-(1-methylethyl)-",CC1=C2C=CC(=C2C=C(C=C1)C(C)C)C
"6-Isopropyl-1,4-dimethylnaphthalene",CC1=C2C=CC(=CC2=C(C=C1)C)C(C)C
"Azulene, 1,4-dimethyl-7-(1-methylethyl)-",CC1=C2C=CC(=C2C=C(C=C1)C(C)C)C
"Azulene, 1,4-dimethyl-7-(1-methylethyl)-",CC1=C2C=CC(=C2C=C(C=C1)C(C)C)C
"Azulene, 1,4-dimethyl-7-(1-methylethyl)-",CC1=C2C=CC(=C2C=C(C=C1)C(C)C)C
"Azulene, 1,4-dimethyl-7-(1-methylethyl)-",CC1=C2C=CC(=C2C=C(C=C1)C(C)C)C
"Azulene, 1,4-dimethyl-7-(1-methylethyl)-",CC1=C2C=CC(=C2C=C(C=C1)C(C)C)C
1-Ethoxy-2-phenylmethylbenzene,CCOC1=CC=CC=C1CC2=CC=CC=C2
1-Ethoxy-2-phenylmethylbenzene,CCOC1=CC=CC=C1CC2=CC=CC=C2
"Azulene, 1,4-dimethyl-7-(1-methylethyl)-",CC1=C2C=CC(=C2C=C(C=C1)C(C)C)C
"Azulene, 1,4-dimethyl-7-(1-methylethyl)-",CC1=C2C=CC(=C2C=C(C=C1)C(C)C)C
"Benzo[a]fluorene, 1,2,3,4,6b,7,8,9,10,10a-decahydro-",C1CCC2C(C1)CC3=C2C=CC4=C3CCCC4
"1,2,5,6-Tetramethylacenaphthylene",CC1=C2C(=CC=C3C2=C(C=C1)C(=C3C)C)C
"Benzo[d,E]isocoumarin, 3,3-dimethyl-",CC1(C2=CC=CC3=C2C(=CC=C3)C(=O)O1)C
"Sebacic acid, nonyl 4-(2-phenylpropyl-2)-phenyl ester",CCCCCCCCCOC(=O)CCCCCCCCC(=O)OC1=CC=C(C=C1)C(C)(C)C2=CC=CC=C2
"1,3-Dimethyl-5-(adamantyl-1)benzene",CC1=CC(=CC(=C1)C23CC4CC(C2)CC(C4)C3)C
"9H-Xanthen-9-one, 4-methoxy-",COC1=CC=CC2=C1OC3=CC=CC=C3C2=O
"1-(2,3,4-Trimethoxyphenyl)ethanol",CC(C1=C(C(=C(C=C1)OC)OC)OC)O
"Benzo[a]fluorene, 1,2,3,4,6b,7,8,9,10,10a-decahydro-",C1CCC2C(C1)CC3=C2C=CC4=C3CCCC4
"Naphtho[2,1-b:7,8-b']difuran, 1,2,9,10-tetrahydro-2,9-dimethyl-",CC1CC2=C(O1)C=CC3=C2C4=C(C=C3)OC(C4)C
"Phenanthrene, 2,7-dimethyl-",CC1=CC2=C(C=C1)C3=C(C=C2)C=C(C=C3)C
"1-Acetyl-4,6,8-trimethylazulene",CC1=CC(=C2C=CC(=C2C(=C1)C)C(=O)C)C
di-p-Tolylacetylene,CC1=CC=C(C=C1)C#CC2=CC=C(C=C2)C
"Phenanthrene, 3,6-dimethyl-",CC1=CC2=C(C=C1)C=CC3=C2C=C(C=C3)C
"Benzene, 1-(1,1-dimethylethyl)-4-phenoxy-",CC(C)(C)C1=CC=C(C=C1)OC2=CC=CC=C2
"Naphtho[1,2-b]furan-4,5-dione, 2-isopropyl-",CC(C)C1=CC2=C(O1)C3=CC=CC=C3C(=O)C2=O
"9H-Xanthen-9-one, 4-methoxy-",COC1=CC=CC2=C1OC3=CC=CC=C3C2=O
"1,1'-Biphenyl, 3,3',4,4',5,5'-hexamethyl-",CC1=CC(=CC(=C1C)C)C2=CC(=C(C(=C2)C)C)C
1-Ethyl-2-methylphenanthrene,CCC1=C(C=CC2=C1C=CC3=CC=CC=C32)C
"Phenanthrene, 2,3,5-trimethyl-",CC1=C2C(=CC=C1)C=CC3=C2C=C(C(=C3)C)C
"Phenanthrene, 2,3,5-trimethyl-",CC1=C2C(=CC=C1)C=CC3=C2C=C(C(=C3)C)C
4-Propylbiphenyl-4'-carboxylic acid,CCCC1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)O
"2-Propenoic acid, 3-(3,4,5-trimethoxyphenyl)-",COC1=CC(=CC(=C1OC)OC)C=CC(=O)O
"2H-1-Benzopyran, 6,7-dimethoxy-2,2-dimethyl-",CC1(C=CC2=CC(=C(C=C2O1)OC)OC)C
"3,5-Di-tert-butyl-2-hydroxybenzaldehyde",CC(C)(C)C1=CC(=C(C(=C1)C(C)(C)C)O)C=O
"Ethanone, 1-(4,6-dihydroxy-2,3,5-trimethyl-7-benzofuranyl)-",CC1=C(OC2=C1C(=C(C(=C2C(=O)C)O)C)O)C
"Phenanthrene, 2,4,5,7-tetramethyl-",CC1=CC(=C2C(=C1)C=CC3=CC(=CC(=C32)C)C)C
"1,3,6,8-Tetramethylanthracene",CC1=CC(=C2C=C3C(=CC(=CC3=CC2=C1)C)C)C
Pentacene,C1=CC=C2C=C3C=C4C=C5C=CC=CC5=CC4=CC3=CC2=C1
2-Isopropyl-10-methylphenanthrene,CC1=CC2=CC=CC=C2C3=C1C=C(C=C3)C(C)C
"1,4-Naphthoquinone, 6-acetyl-2,5,7-trihydroxy-",CC(=O)C1=C(C=C2C(=C1O)C(=CC(=O)C2=O)O)O
"8-Isopropyl-1,3-dimethylphenanthrene",CC1=CC(=C2C=CC3=C(C2=C1)C=CC=C3C(C)C)C
"Ethanone, 1-(7-hydroxy-5-methoxy-2,2-dimethyl-2H-1-benzopyran-8-yl)-",CC(=O)C1=C2C(=C(C=C1O)OC)C=CC(O2)(C)C
"8-Isopropyl-1,3-dimethylphenanthrene",CC1=CC(=C2C=CC3=C(C2=C1)C=CC=C3C(C)C)C
"2-Naphthoic acid, 6-hydroxy-5,7-dimethoxy-, acetate",CC(=O)OC1=C(C=C2C=C(C=CC2=C1OC)C(=O)O)OC
"Benzene, 1,1'-(1,1,10,10-tetramethyl-1,10-decanediyl)bis[3,4-dimethyl-",CC1=C(C=C(C=C1)C(C)(C)CCCCCCCCC(C)(C)C2=CC(=C(C=C2)C)C)C
"Butane, 2-cyclopropyl-",CCC(C)C1CC1
"Cyclohexane, 1,3-dimethyl-, trans-",C[C@@H]1CCC[C@H](C1)C
"Hexane, 3-ethyl-",CCCC(CC)CC
"Heptane, 2,6-dimethyl-",CC(C)CCCC(C)C
"Hexane, 3-ethyl-",CCCC(CC)CC
Ethylbenzene,CCC1=CC=CC=C1
"Heptane, 2,3,4-trimethyl-",CCCC(C)C(C)C(C)C
"Undecane, 6,6-dimethyl-",CCCCCC(C)(C)CCCCC
"Undecane, 5,6-dimethyl-",CCCCCC(C)C(C)CCCC
"Undecane, 6,6-dimethyl-",CCCCCC(C)(C)CCCCC
"3,4-Hexanedione, 2,2,5-trimethyl-",CC(C)C(=O)C(=O)C(C)(C)C
"Benzene, 1-methyl-3-(1-methylethyl)-",CC1=CC(=CC=C1)C(C)C
"Decane, 3-methyl-",CCCCCCCC(C)CC
"Benzene, 1-methyl-3-(1-methylethyl)-",CC1=CC(=CC=C1)C(C)C
"Benzene, 1-methyl-3-(1-methylethyl)-",CC1=CC(=CC=C1)C(C)C
"Decane, 2,3,5-trimethyl-",CCCCCC(C)CC(C)C(C)C
"Heptane, 2,3,5-trimethyl-",CCC(C)CC(C)C(C)C
"Benzene, (1-methylnonadecyl)-",CCCCCCCCCCCCCCCCCCC(C)C1=CC=CC=C1
"Decane, 2,4-dimethyl-",CCCCCCC(C)CC(C)C
"1H-Indene, 2,3-dihydro-5,6-dimethyl-",CC1=CC2=C(CCC2)C=C1C
"Heptane, 2,3,5-trimethyl-",CCC(C)CC(C)C(C)C
"Benzene, 1,2,4-triethyl-",CCC1=CC(=C(C=C1)CC)CC
"1H-Indene, 2,3-dihydro-1,1,6-trimethyl-",CC1=CC2=C(CCC2(C)C)C=C1
"Benzene, (1,3,3-trimethylnonyl)-",CCCCCCC(C)(C)CC(C)C1=CC=CC=C1
Benzofuran-2-carboxylic acid,C1=CC=C2C(=C1)C=C(O2)C(=O)O
"1H-Indene, 2,3-dihydro-1,5,7-trimethyl-",CC1CCC2=CC(=CC(=C12)C)C
7-Hydroxy-2-hydroxymethylene-1-indanone,C\1C2=C(C(=CC=C2)O)C(=O)/C1=C\O
"Indan, 1,1,6,7-tetramethyl-",CC1=C(C2=C(CCC2(C)C)C=C1)C
"3-Hexanone, 2,4-dimethyl-",CCC(C)C(=O)C(C)C
3-Formyl-6-isopropylchromone,CC(C)C1=CC2=C(C=C1)OC=C(C2=O)C=O
"Dodecanoic acid, 4-biphenyl ester",CCCCCCCCCCCC(=O)OC1=CC=C(C=C1)C2=CC=CC=C2
